Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,98,402
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),859,859
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,175,272
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),459,459
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,2114,2574
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),5700,5700
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,879,1030
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),2329,2329
Indian Institute of Technology Bhubaneswar,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,590,655
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,4855,5082
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),9433,9433
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,490,490
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2123,2215
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),4377,4377
Indian Institute of Technology Bhubaneswar,"Electrical Engineering and M.Tech Power Electronics and Drives (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1348,1445
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2276,4585
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),6517,7542
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,50P,50P
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,400,431
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),793,793
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1531,1818
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3250,4111
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,50P,50P
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,694,1149
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1176,1630
Indian Institute of Technology Bhubaneswar,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,412,495
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1991,3504
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5311,5690
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,64P,64P
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,322,334
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,877,1291
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2138,2168
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,717,877
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1127,1127
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,362,503
Indian Institute of Technology Bhubaneswar,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),622,622
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4003,5645
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9671,12456
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,541,571
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1446,2178
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5208,5447
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1137,1312
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2053,2233
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,480,522
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),611P,611P
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,5940,6591
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),11078,11078
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,756,756
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2407,2442
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),6011,6011
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1463,1463
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),2717,2717
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Mechanical System Design (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,698,698
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,5621,7328
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),12989,12989
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2554,2921
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),7080,7080
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1585,1585
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3205,3205
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering and M. Tech. in Thermal Science & Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,670,670
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,6036,7385
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),12699,13209
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,838,838
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,2841,3005
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,1671,1671
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Female-only (including Supernumerary),3331,3331
Indian Institute of Technology Bhubaneswar,"Mechanical Engineering with M.Tech. in Manufacturing Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,687,687
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7902,8643
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14452,14740
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,924,924
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3213,3717
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2032,2037
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3219,3738
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,805,838
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Gender-Neutral,9245,9788
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),15291,15576
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,EWS,Gender-Neutral,994,994
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,OBC-NCL,Gender-Neutral,3739,3759
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,SC,Gender-Neutral,2058,2058
Indian Institute of Technology Bhubaneswar,"Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",AI,ST,Gender-Neutral,954,954
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1182,2082
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2634,4550
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,54,54
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,175,180
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,349,1327
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2302,2727
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,29,29
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,56,564
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),527,1025
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,3P,3P
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,152,285
Indian Institute of Technology Bombay,"Aerospace Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),567,567
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,702,1283
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),4960,4960
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,1177,1419
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),2444,2444
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,663,663
Indian Institute of Technology Bombay,"BS in Mathematics (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,320,320
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,440,1687
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2421,3926
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,84,123
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,146,165
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),705,705
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,7P,7P
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,565,1092
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1312,2363
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,42,42
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,168,604
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),682,1266
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,271,484
Indian Institute of Technology Bombay,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),842,1176
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Gender-Neutral,1486,5626
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OPEN,Female-only (including Supernumerary),8846,9329
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,EWS,Gender-Neutral,511,511
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Gender-Neutral,1965,2932
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,OBC-NCL,Female-only (including Supernumerary),5583,6048
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Gender-Neutral,1255,1981
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,SC,Female-only (including Supernumerary),2578,2578
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Gender-Neutral,568,650
Indian Institute of Technology Bombay,"Chemistry (4 Years, Bachelor of Science)",AI,ST,Female-only (including Supernumerary),159P,159P
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,747,2896
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1871,5089
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,61,61
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,220,236
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),794,794
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,15P,15P
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,663,1203
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),2357,3061
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,35,35
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,30,577
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),399,799
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,8P,8P
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,76,132
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),276,355
Indian Institute of Technology Bombay,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,3,3
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1,63
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10,313
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1,1
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,3,6
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),26,26
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,1,1
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,7,37
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),59,122
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,1,1
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,3,21
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),60,105
Indian Institute of Technology Bombay,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,1P,1P
